SubjID,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2
sub-99208,2862,3714,3267,4011,3356,4837,3452,5630,4662,5567,2070,3874,3453,5891,8819,7592,2722,5761,1768,1958,3023,4979,5531,3329,4261,3359,4336,5047,2370,3887,9298,11979,7406,3908,7564,1193,2954,8773,4361,3346,9283,2884,8328,7336,6886,10535,3548,2979,1879,4169,4824,5901,6677,7068,4370,3999,4005,5016,6042,2136,2835,3012,1628,4587,2194,6475,4443,2925,3067,5028,3208,6178,4511,3637,3032,6625,2308,5018,9841,15820,2968,3100,8833,4138,4536,5115,2392,4693,3132,4132,8564,4742,5877,3812,4151,7628,8918,4065,2204,3844,
sub-99209,3027,3953,3963,3954,2878,3712,3214,5220,3321,5599,2302,4439,4636,7148,8940,9370,3275,6604,1727,2701,2314,5183,5401,3430,3934,3140,3357,4043,1862,4248,8400,14068,6535,4282,6683,1890,1886,6985,3693,4589,11436,2761,6706,7135,5614,8889,2948,2722,2074,5975,5572,4676,8190,6043,3735,4297,3547,3796,5486,2404,3000,3613,1637,5533,2612,8218,5213,3458,2563,5490,3858,6356,5560,3247,3541,6240,2531,6119,8345,15177,3384,3406,6679,3470,3940,3998,1695,4149,3512,4137,7594,6247,5147,3786,3367,6644,8565,3650,1710,3775,
sub-99211,3181,4425,3954,4855,3214,3735,4342,6328,3061,4265,2717,4814,4016,6728,8435,9686,3128,6639,2304,3409,3536,4923,4764,4697,4327,3732,4749,4476,2364,3757,9740,15471,9994,4945,8125,1436,1853,9492,3811,4393,11234,3445,7617,7362,7093,11714,3219,3633,2006,6417,5356,6236,9292,7892,3934,4815,4662,4395,6046,2597,3884,2596,1281,4875,2498,6702,5473,2970,3356,5217,3777,7222,4658,4405,4565,7280,2630,5044,9869,18008,3280,4435,9144,5368,4892,4193,1913,4256,4065,4760,10371,5617,4817,4256,4621,8390,9891,4441,1985,4656,
sub-99212,3095,4476,3086,6166,2056,3041,4066,5971,3905,7977,2407,4025,3319,5731,8736,9150,2921,7186,1957,1948,3038,3696,5158,4540,5274,3708,3947,5659,2132,3233,8191,13089,6514,5484,7215,1673,2340,11114,4770,5455,11676,3476,7912,7839,6111,11109,2020,2743,2253,4552,7485,7457,10309,8931,2294,3841,4070,4838,7795,2901,3017,3229,1237,3922,1883,7665,5945,3107,3141,5419,3765,5632,4189,4992,3677,8828,2383,5051,9927,14019,4401,3854,7143,4409,4220,3945,1864,4733,3836,4477,7578,5949,5085,3808,4163,8357,9062,3784,2059,4179,
sub-99213,3350,4590,4005,5009,2813,3077,4568,6868,3476,5261,2116,4888,5261,7919,9543,9985,3429,7401,2647,2955,3873,5088,5461,3551,4332,3558,4701,6336,2853,3907,9698,15965,8341,5390,7821,1777,2429,8638,4351,3872,12143,2928,7225,7816,6861,9674,3391,3743,1953,5820,5494,6713,9467,7274,3673,4519,5455,5028,5474,2285,2963,4193,1732,4851,2870,7571,7200,3891,4471,6966,3876,6820,4589,3880,3522,7362,3058,5766,9921,19456,3926,4483,8648,3872,5531,4671,2914,5462,4540,4041,9255,4777,4925,3845,4367,7524,9456,5217,2237,4854,
sub-99214,2775,3244,3295,3965,2368,2373,3259,5437,2981,5114,1923,4205,4001,5764,7502,8256,2647,5359,1693,2433,2743,4751,4591,3365,3825,2856,4128,6260,2112,3043,8603,14261,7632,4086,5781,1553,2119,7315,3812,3412,9490,2625,6317,6927,6095,9757,2594,3094,1549,4880,5168,5380,8629,5666,2680,3374,3852,3561,5337,1974,3162,3643,1254,2812,1533,5792,4203,2736,3136,5760,4225,4994,3921,3637,3428,5569,2068,4975,8180,15284,3810,3800,7986,3980,4476,3575,1787,4717,3716,3815,8455,4198,5290,2980,3292,7151,9061,4870,1643,3823,
sub-99216,2816,4080,3528,4611,3376,3935,4149,6099,3638,4202,2117,4257,5215,7205,6820,8815,2905,5627,2442,2094,3176,4510,4906,2422,3748,2983,4288,4777,1789,2742,8310,12846,7027,4736,5630,1964,2167,7658,4018,3562,9416,2565,6333,6574,6115,8510,3183,3154,2141,6005,5388,6043,8127,6195,3638,4375,3918,4186,4938,2065,2734,3322,1740,5119,3522,6975,4442,3387,2971,4398,4038,5682,4673,3910,3184,6403,2060,4212,7773,15027,4231,3386,8462,4028,4628,3842,2017,4078,3882,5036,8642,4696,5232,3519,3488,6785,8217,3726,1713,4633,
sub-99217,2952,3211,3182,4117,2727,3268,3710,6194,3319,5059,1971,4449,4474,6597,7509,7933,2594,7424,1939,3167,3383,5202,4688,2546,4783,3244,3676,5447,2204,3137,8175,14807,6995,4390,6176,2081,2257,6496,3862,3394,9038,2758,6494,6427,6508,9223,3187,3147,1993,6290,4577,5154,7370,5426,3657,4196,4465,5372,5743,2196,3359,3066,1563,4060,2535,6305,4770,2785,2418,5370,3475,5679,3728,3988,2665,6871,2741,5039,7927,15396,2737,3899,6573,4251,4168,4333,2264,4679,4527,4523,7204,5299,4706,3600,3975,6484,8333,5112,1974,4861,
sub-99218,3759,4238,3942,5271,2558,3075,4859,7724,3437,5459,1912,4315,5601,6762,8975,11521,3261,7782,3627,3216,3676,5251,4410,3108,3830,3043,5563,6966,2840,3941,9674,16668,8914,6753,6634,1542,2163,10623,4947,3749,11587,2902,6756,8642,7954,13277,3052,4847,2175,6262,6346,6512,9762,7715,3413,4237,5227,5355,6281,2152,3197,4495,2232,4596,2706,8673,7317,3685,3506,8299,3943,5476,5004,5590,3531,5884,3206,6166,9518,20014,3921,5888,9800,4644,6758,7150,2088,5699,4364,5875,9126,5616,6179,3645,3719,9264,10195,5289,2353,4025,
sub-99219,3018,4309,3389,3748,2352,2888,4092,5470,2906,4026,1929,3716,3378,5219,7426,9203,2726,6241,1596,2349,2543,4075,4776,2958,4132,3479,3950,5223,2141,3366,8445,13126,7684,4053,5535,1533,1671,7807,3464,3378,10064,2633,7467,7451,7186,10574,2616,3378,1636,5252,4952,5702,6992,6681,3214,3676,3985,4447,5448,2363,2581,2604,1430,4093,1896,6436,5377,2918,3283,4362,3390,5729,4510,4157,3398,6393,2437,5416,8712,14129,4022,4236,7156,3774,4367,4206,1334,4394,3544,4873,7381,5639,4615,3670,3193,7218,8941,6072,1672,4023,
sub-99220,3334,3947,3479,4257,2406,3191,3176,4556,3232,5766,2252,4396,4240,6665,7041,6614,2969,6015,1825,2303,2271,4523,5567,3506,3749,3281,5191,5530,1915,3473,8785,14568,6525,4364,5942,1581,2127,9781,4312,3687,8900,2861,6643,6678,5938,9707,3233,4274,2026,4865,4964,5845,6975,6465,3184,3455,3520,3826,5613,2357,3079,2776,1668,4364,2071,7124,4087,2538,2840,5435,3558,5289,4440,4450,3832,6421,2632,5551,9035,19037,2916,3970,8183,3688,4643,4448,1762,4775,3730,3356,8493,4474,4425,3834,4095,7085,8367,5271,1739,3372,
sub-99221,2943,4191,3747,4188,3214,3776,3389,5145,4001,5464,2274,4424,3827,7064,8371,7703,3657,6073,2386,2327,3141,4773,5453,4044,4256,3224,4218,4917,2219,3681,8559,13364,8995,5081,6951,1655,1745,9296,4038,3804,10282,2901,7414,6762,6174,10412,3161,3970,2331,5243,4516,5212,6283,6932,4562,4485,4380,4517,5140,2240,2895,3162,1725,4859,2214,6496,6352,3043,2370,4533,3925,5931,4383,3812,3646,6763,2607,4845,7865,14165,3468,3359,7823,3899,6088,5803,1888,3871,4210,4937,7619,4373,4671,3768,3291,6943,8543,5414,2106,4760,
